course_name,internship_role,government_department,sector,location_city,minimum_age,maximum_age,duration_months,stipend_per_month_inr,mode,minimum_percentage_required,skill_requirement,certificate_provided,pre_placement_offer_possibility,application_mode,stipend_bucket,duration_bucket
BSc Nursing,Clinical Intern,Haryana Revenue Department,legal & judiciary,karnal,18,28,2,10000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,short
B.Tech Computer Science,Police Administration Intern,Haryana IT Department,public administration,rohtak,21,29,4,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,medium
ITI Fitter,Civil Site Intern,Haryana Renewable Energy Department,healthcare,jind,19,22,6,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,medium
M.Ed,Junior Mechanical Intern,Haryana Transport Department,infrastructure,bhiwani,19,28,2,10000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,short
MCA,Transport Operations Intern,Haryana IT Department,energy,hisar,19,22,1,0,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,very_short
B.Ed,Legal Research Intern,Haryana Police Department,social welfare,rohtak,19,29,4,10000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,medium,medium
D.Pharmacy,Electrical Maintenance Intern,Haryana Social Justice Department,energy,ambala,18,25,1,20000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,very_short
LLB,Agriculture Field Intern,Haryana Public Works Department,public administration,rohtak,20,29,6,0,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,medium
ITI Welder,Water Resource Management Intern,Haryana Health Department,social welfare,gurgaon,21,27,4,0,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,unpaid,medium
D.Pharmacy,Hospital Administration Intern,Haryana Agriculture Department,education,gurgaon,18,25,6,12000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
BSc Agriculture,Clinical Intern,Haryana Renewable Energy Department,infrastructure,sirsa,21,30,1,8000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,very_short
ITI Welder,Banking Operations Intern,Haryana Irrigation Department,education,yamunanagar,18,28,6,10000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,medium
BSc Environmental Science,Civil Site Intern,Haryana Education Department,social welfare,yamunanagar,21,29,6,0,on-site,65,Basic domain knowledge and MS Office proficiency,yes,low,email application,unpaid,medium
BCA,Electrical Maintenance Intern,Haryana Health Department,energy,faridabad,18,24,4,0,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,email application,unpaid,medium
BA Economics,Civil Site Intern,Haryana Skill Development Mission,it & digital,sirsa,20,29,3,12000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
BSc Nursing,Agriculture Field Intern,Haryana Social Justice Department,public administration,gurgaon,19,22,1,10000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,very_short
BA Economics,Clinical Intern,Haryana Police Department,agriculture,chandigarh,21,30,2,20000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,short
ITI Fitter,Renewable Energy Intern,Haryana IT Department,legal & judiciary,panipat,19,22,6,0,on-site,60,Basic domain knowledge and MS Office proficiency,yes,low,email application,unpaid,medium
B.Tech Electrical,Digital Governance Intern,Haryana Social Justice Department,finance & accounts,chandigarh,20,24,6,12000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
B.Tech Civil,Software Development Intern,District Administration Office,energy,yamunanagar,20,30,2,0,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,unpaid,short
LLB,Junior Mechanical Intern,Haryana Education Department,legal & judiciary,rohtak,20,24,1,10000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,very_short
BA Economics,Software Development Intern,Haryana Police Department,healthcare,karnal,19,24,3,20000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,short
BA Political Science,Police Administration Intern,Haryana Public Works Department,energy,jind,21,30,3,0,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,low,email application,unpaid,short
B.Tech Electrical,HR Intern,Haryana Health Department,it & digital,sirsa,18,30,3,20000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,short
M.Ed,Hospital Administration Intern,Haryana Transport Department,agriculture,yamunanagar,18,26,3,15000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,short
MBA,Accounts Intern,Haryana Public Works Department,social welfare,hisar,20,29,2,15000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,short
BA Economics,Accounts Intern,Haryana Agriculture Department,infrastructure,rohtak,20,24,3,15000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,short
Diploma Civil,Social Welfare Intern,Haryana Education Department,finance & accounts,yamunanagar,18,29,1,10000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,medium,very_short
LLM,Agriculture Field Intern,Haryana Revenue Department,finance & accounts,sonipat,20,22,1,15000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,very_short
D.Pharmacy,Legal Research Intern,Haryana Police Department,legal & judiciary,kaithal,20,25,1,0,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,email application,unpaid,very_short
Diploma Civil,Banking Operations Intern,Haryana Police Department,agriculture,ambala,18,30,3,10000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
B.Tech Civil,Hospital Administration Intern,Haryana Education Department,legal & judiciary,chandigarh,19,25,4,20000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
BSc IT,Agriculture Field Intern,Haryana Education Department,healthcare,jind,21,28,2,8000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,short
BSc Biotechnology,Agriculture Field Intern,Haryana Agriculture Department,healthcare,chandigarh,21,27,2,12000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
BA Economics,Civil Site Intern,Haryana Health Department,education,rohtak,19,26,2,8000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,short
MCA,Electrical Maintenance Intern,Haryana Public Works Department,healthcare,sirsa,20,23,3,12000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,short
LLB,Banking Operations Intern,Haryana Social Justice Department,infrastructure,rohtak,21,29,2,8000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,short
B.Com,Police Administration Intern,Haryana Public Works Department,education,karnal,18,29,2,12000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,short
BSc IT,Accounts Intern,District Administration Office,energy,sonipat,21,23,3,20000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
Diploma Mechanical,Agriculture Field Intern,Haryana Social Justice Department,social welfare,sonipat,20,30,6,12000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,medium
B.Com,Police Administration Intern,Haryana Urban Local Bodies,infrastructure,jind,18,23,6,10000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,medium
ITI Electrician,Water Resource Management Intern,Haryana Skill Development Mission,social welfare,chandigarh,21,22,3,15000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
B.Tech Mechanical,Banking Operations Intern,Haryana Irrigation Department,healthcare,karnal,21,28,1,20000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,very_short
D.Pharmacy,Hospital Administration Intern,Haryana Police Department,agriculture,ambala,18,27,4,12000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,medium
B.Pharmacy,Urban Planning Intern,Haryana Education Department,education,bhiwani,21,26,4,0,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,medium
B.Com,Accounts Intern,Haryana Police Department,it & digital,rohtak,21,30,1,10000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,very_short
B.Tech Electrical,Banking Operations Intern,Haryana Skill Development Mission,education,karnal,20,25,4,15000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,medium
B.Tech Mechanical,Data Analyst Intern,Haryana IT Department,it & digital,sirsa,19,29,3,10000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
Diploma Mechanical,Civil Site Intern,Haryana Police Department,infrastructure,sonipat,20,28,2,12000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
Diploma Mechanical,Police Administration Intern,Haryana Education Department,healthcare,gurgaon,21,29,3,10000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,short
LLB,Social Welfare Intern,Haryana Police Department,legal & judiciary,sirsa,19,26,1,15000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,very_short
BSc Agriculture,HR Intern,Haryana Revenue Department,agriculture,chandigarh,19,26,2,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
B.Tech Mechanical,Civil Site Intern,District Administration Office,legal & judiciary,yamunanagar,20,27,6,0,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,unpaid,medium
B.Ed,Clinical Intern,Haryana Irrigation Department,agriculture,chandigarh,19,30,2,8000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
BSc Environmental Science,Software Development Intern,Haryana IT Department,infrastructure,faridabad,21,24,1,8000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,medium,very_short
ITI Welder,Public Policy Intern,Haryana Women & Child Development,finance & accounts,yamunanagar,18,27,6,0,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,email application,unpaid,medium
Diploma Mechanical,Police Administration Intern,Haryana Education Department,public administration,bhiwani,20,25,2,10000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,short
B.Tech Mechanical,Social Welfare Intern,Haryana Social Justice Department,public administration,hisar,18,28,1,10000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,very_short
Diploma Civil,Police Administration Intern,District Administration Office,social welfare,panipat,21,30,3,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
M.Ed,Social Welfare Intern,Haryana Irrigation Department,infrastructure,sonipat,18,26,3,12000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
B.Pharmacy,Junior Mechanical Intern,Haryana Revenue Department,healthcare,rohtak,19,24,2,8000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,medium,short
ITI Electrician,Electrical Maintenance Intern,Haryana Irrigation Department,energy,kaithal,18,24,1,8000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,very_short
BSc Nursing,Police Administration Intern,Haryana Irrigation Department,public administration,sirsa,20,29,4,15000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,medium
BSc Nursing,Electrical Maintenance Intern,Haryana Revenue Department,energy,chandigarh,20,30,1,0,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,very_short
B.Ed,Junior Mechanical Intern,Haryana Revenue Department,infrastructure,rohtak,20,22,1,8000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,very_short
